,Profession,Position,Join Date,Renewal Date,user_ID,chapter_ID,sponsor_ID
2815,"Real Estate, Real Estate Sales Representative Residential",,01/07/2018,01/07/2019,187,3,1097.0
2816,"Trades, Painter",,01/08/2018,01/08/2019,2406,3,1948.0
2817,"Marketing, Personalized Greeting Card Service",,01/09/2018,01/09/2019,1666,3,
2818,"Cleaning, Commercial Cleaning",,01/09/2018,01/09/2019,2412,3,889.0
2819,"Insurance, Life,Health and Disability Insurance",,01/11/2018,01/11/2019,1439,3,187.0
2820,"Trades, General Contractor",,01/11/2018,01/05/2020,248,3,1948.0
2821,"Marketing, Digital Marketing",,01/12/2018,01/06/2020,2342,3,1439.0
2822,"Legal, Criminal Lawyer",,01/02/2016,01/02/2017,1340,1,
2823,"Real Estate, Real Estate Sales Representative Residential",,01/04/2016,01/12/2018,1919,1,920.0
2824,"Coach, Business Coach",,01/04/2016,01/04/2017,920,1,
2825,"Associations, Non-Profit Organization",,01/04/2016,01/06/2018,740,1,920.0
2826,"Office, Full Service Offices",,01/04/2016,01/10/2017,631,1,920.0
2827,"Accounting, Accountant",,01/04/2016,01/06/2018,1320,1,920.0
2828,"Financial, Investment Advisor",,01/04/2016,01/10/2017,1226,1,920.0
2829,"Insurance, Business Insurance",,01/04/2016,01/12/2018,2471,1,920.0
2830,"Accounting, Bookkeeper",,01/04/2016,01/04/2019,1267,1,1320.0
2831,"Insurance, Group Benefits Consultant",,01/04/2016,01/04/2017,414,1,1226.0
2832,"Health & Wellness, Gym",,01/04/2016,01/09/2018,313,1,920.0
2833,"Information Technology, Computer Sales and Service",,01/04/2016,01/04/2017,2260,1,920.0
2834,"Trades, Heating & A/C",,01/04/2016,01/04/2017,1150,1,920.0
2835,"Legal, Solicitor",,01/04/2016,01/04/2017,1870,1,2471.0
2836,"Mortgage, Residential Mortgage",,01/04/2016,01/12/2018,2162,1,1919.0
2837,"Employment, Professional Recruitment",,01/04/2016,01/04/2017,1074,1,920.0
2838,"Marketing, Marketing Services",,01/04/2016,01/04/2017,1721,1,920.0
2839,"Food/Beverages, Caterer",,01/04/2016,01/04/2017,733,1,920.0
2840,"Landscaping, Landscaping,Garden & Lawn Care",,01/04/2016,01/04/2017,2105,1,920.0
2841,"Legal, Lawyer Real Estate",,01/03/2016,01/06/2018,1870,1,1919.0
2842,"Associations, Canadian Federation of Independent Business",,01/04/2016,01/04/2017,1764,1,920.0
2843,"Printing, Printer",,01/05/2016,01/07/2018,790,1,1764.0
2844,"Facilities, Event Facilities",,01/06/2016,01/12/2017,2335,1,1226.0
2845,"Automotive, Automotive Sales",,01/06/2016,01/06/2017,432,1,
2846,"Facilities, Hotel",,01/08/2016,01/08/2017,1826,1,920.0
2847,"Telecommunications, Telecommunications Services",,01/09/2016,01/09/2017,2114,1,631.0
2848,"Automotive, Automotive Detailing",,01/10/2016,01/10/2017,1312,1,1226.0
2849,"Marketing, Digital Marketing",,01/12/2016,01/12/2017,941,1,
2850,"Advertising, Marketing Impression",,01/12/2016,01/12/2016,941,1,
2851,"Legal, Divorce Mediation",,01/12/2016,01/12/2017,1978,1,1320.0
2852,"Food/Beverages, Restaurant",,01/05/2017,01/05/2018,2850,1,
2853,"Food/Beverages, Restaurant",,01/05/2017,01/05/2018,733,1,
2854,"Automotive, Automotive Sales",,01/05/2017,01/01/2019,432,1,
2855,"Moving & Storage, Storage",,01/06/2017,01/12/2018,147,1,2335.0
2856,"Medical, Hearing Care",,01/03/2018,01/03/2019,1477,1,790.0
2857,"Marketing, Digital Marketing",,01/03/2018,01/03/2019,2092,1,1267.0
2858,"Appliances, Vacuum Cleaner Sales & Service",,01/03/2016,01/03/2017,1611,29,
2859,"Health & Wellness, Spa",,01/03/2016,01/03/2017,2215,29,
2860,"Insurance, Life,Health and Disability Insurance",,01/03/2016,01/03/2017,2447,29,
2861,"Insurance, Life Insurance",,01/11/2016,01/11/2017,2463,39,
2862,"Accounting, Bookkeeper",,01/12/2016,01/12/2017,646,39,
2863,"Mortgage, Mortgage Agent",,01/12/2016,01/12/2017,2872,39,
2864,"Wealth Management, Bookkeeper",,01/01/2017,01/01/2018,2879,39,
2865,"Accounting, Accountant",,01/03/2017,01/03/2018,1686,39,2872.0
2866,"Trades, Renovations-Remodeling",,01/04/2017,01/04/2018,270,39,2872.0
2867,"Wealth Management, Life,Health and Disability Insurance",,01/06/2017,01/06/2018,2820,39,2872.0
2868,"Insurance, Property & Casualty Insurance",,01/07/2017,01/07/2018,118,39,
2869,"Trades, Roofing",,01/06/2017,01/04/2019,41,23,920.0
2870,"Accounting, Accountant",,01/02/2017,01/02/2018,781,23,
2871,"Financial, Investment Advisor",,01/02/2017,01/02/2018,2834,23,
2872,"Mortgage, Residential Mortgage",,01/02/2017,01/02/2018,2651,23,
2873,"Financial, Investment Advisor",,01/06/2017,01/12/2018,1295,23,
2874,"Finance & Insurance, Financial Advisor/Financial Planner","Membership Committee, Member",01/06/2017,01/04/2021,1818,23,1561.0
2875,"Accounting, Bookkeeper",,01/02/2017,01/02/2018,2380,23,920.0
2876,"Automotive, Automotive Sales and Service",,01/01/2017,01/01/2018,2667,23,
2877,"Trades, Builder-Residential",,01/06/2017,01/06/2018,60,23,920.0
2878,"Real Estate, Residential",,01/03/2017,01/03/2018,2022,23,2651.0
2879,"Accounting, Accountant",,01/06/2017,01/04/2019,1292,23,
2880,"Finance & Insurance, Residential Mortgages","Membership Committee, Member",01/06/2017,01/06/2021,2077,23,41.0
2881,"Trades, Electrical Contractor",,01/06/2017,01/06/2019,2772,23,
2882,"Legal, Lawyer Real Estate",,01/06/2017,01/06/2020,2563,23,
2883,"Writing Services, Copywriter & Editor",,01/06/2017,01/06/2018,328,23,920.0
2884,"Cleaning, Commercial Cleaning",,01/06/2017,01/06/2018,1855,23,2563.0
2885,"Insurance, Employee Benefits-Group",,01/06/2017,01/06/2018,2842,23,1295.0
2886,"Marketing, Market Branding",,01/06/2017,01/06/2018,1597,23,1729.0
2887,"Real Estate, Real Estate Sales Representative Residential",,01/06/2017,01/05/2020,1388,23,2380.0
2888,"Landscaping, Landscaping: Design & Construction",,01/06/2017,01/06/2018,701,23,2563.0
2889,"Cleaning, Residential Cleaning",,01/06/2017,01/12/2020,1593,23,328.0
2890,"Trades, Roofing",,01/06/2017,01/06/2018,2896,23,60.0
2891,"Marketing, Promotional Products",,01/06/2017,01/06/2018,626,23,1295.0
2892,"Landscaping, Arborist",,01/06/2017,01/09/2017,1875,23,60.0
2893,"Landscaping, Arborist",,01/06/2017,01/06/2018,1875,23,60.0
2894,"Associations, Non-Profit Organization",,01/06/2017,01/06/2018,675,23,1597.0
2895,"Construction, Plumbing",Member,01/06/2017,01/06/2021,582,23,1818.0
2896,"Financial, Credit Card, Merchant Services",,01/07/2017,01/07/2020,2082,23,701.0
2897,"Insurance, Business Insurance",,01/08/2017,01/02/2020,2473,23,2077.0
2898,"Coach, Business Coach",,01/08/2017,01/08/2018,920,23,920.0
2899,"Trades, Metal Fabricator",,01/08/2017,01/08/2018,157,23,2842.0
2900,"Real Estate, Building Inspector",,01/08/2017,01/08/2019,344,23,1593.0
2901,"Accounting, Bookkeeper",,01/09/2017,01/03/2020,1117,23,2654.0
2902,"Medical, Chiropractor",,01/09/2017,01/09/2018,1922,23,41.0
2903,"Consulting, Health and Safety Consulting",,01/09/2017,01/09/2018,2542,23,2654.0
2904,"Marketing, Digital Marketing",,01/11/2017,01/11/2018,2137,23,1295.0
2905,"Health & Wellness, Weight Management",,01/02/2018,01/02/2019,2715,23,1117.0
2906,"Advertising & Marketing, Photographer","Events Co-ordinator, Member",01/02/2018,01/05/2021,1889,23,2137.0
2907,"Insurance, Property & Casualty",,01/03/2018,01/03/2020,374,23,2473.0
2908,"Landscaping, Landscaping: Design & Construction",,01/05/2018,01/05/2020,1437,23,2563.0
2909,"Food/Beverages, Caterer",,01/06/2018,01/06/2020,35,23,
2910,"Medical, Hearing Care",,01/06/2018,01/06/2019,1967,23,2563.0
2911,"Real estate services, Property Management","Vice President, Member",01/06/2018,01/06/2021,88,23,
2912,"Legal & Accounting, Family Law",Member,01/06/2018,01/06/2021,84,23,2563.0
2913,"Insurance, Employee Benefits-Group",,01/08/2018,01/08/2020,97,23,2563.0
2914,"Trades, General Contractor",,01/09/2018,01/09/2019,2706,23,88.0
2915,"Construction, Environmental Services","President, Member",01/10/2018,01/10/2021,2400,23,2077.0
2916,"Entertainment, Disc Jockey",,01/11/2018,01/11/2019,161,23,1889.0
2917,"Food/Beverages, Food-Beverage Products",,01/11/2018,01/11/2019,1387,23,1117.0
2918,"Insurance, Life,Health and Disability Insurance",,01/01/2019,01/01/2020,2834,23,97.0
2919,"Automotive, Automotive Sales and Service",,01/01/2019,01/01/2020,15,23,2563.0
2920,"Finance & Insurance, Life,Health and Disability Insurance","Education Co-ordinator, Member",01/02/2019,01/02/2022,494,23,2082.0
2921,"Trades, Electrical Contractor",,01/02/2019,01/02/2020,601,23,2706.0
2922,"Financial, Investment Advisor",,01/02/2019,01/02/2020,2842,23,
2923,"Accounting, Chartered Professional Accountant (CPA)",,01/02/2019,01/02/2020,781,23,
2924,"Legal & Accounting, Accounting Services","Mentoring Coordinator, Member",01/02/2019,01/02/2022,1901,23,2563.0
2925,"Real estate services, Commercial Cleaning",Member,01/02/2019,01/02/2022,2553,23,2077.0
2926,"Trades, Roofing",,01/04/2019,01/04/2021,2896,23,1117.0
2927,"Trades, Roofing",,01/04/2019,01/04/2020,2003,23,2563.0
2928,"Trades, Property Maintenance",,01/04/2019,01/04/2020,2277,23,1388.0
2929,"Associations, Non-Profit Organization",,01/08/2019,01/08/2020,2407,23,582.0
2930,"Insurance, Property & Casualty Insurance",,01/08/2019,01/08/2020,1463,23,
2931,"Advertising & Marketing, Videographer/Film Producer","Member, Chapter Webmaster",01/09/2019,01/09/2021,2291,23,1889.0
2932,"Health & Wellness, Pharmacist","Secretary / Treasurer, Member",01/09/2019,01/03/2021,131,23,2082.0
2933,"Financial, Commercial Bank Services",,01/10/2019,01/10/2020,934,23,84.0
2934,"Construction, Builder/General Contractor",Member,01/10/2019,01/10/2021,2706,23,88.0
2935,"Insurance, Business Insurance",,01/11/2019,01/11/2020,2846,23,1117.0
2936,"Food & Beverage, Wine Merchant/Wine","Visitor Host, Member",01/01/2020,01/01/2022,870,23,131.0
2937,"Insurance, Property & Casualty Insurance",,01/02/2020,01/02/2021,1123,23,
2938,"Accounting, Chartered Professional Accountant (CPA)",,01/03/2020,01/03/2021,470,23,1818.0
2939,"Construction, Painter",Member,01/06/2020,01/06/2021,2253,23,2407.0
2940,"Real estate services, Residential Real Estate Agent",Member,01/07/2020,01/07/2021,1388,23,
2941,"Training & Coaching, Business Training/Coach","Visitor Host, Member",01/08/2020,01/08/2021,508,23,1901.0
2942,"Animals, Animals (Other)",Member,01/03/2021,01/03/2022,1030,23,494.0
2943,"Real Estate, Real Estate Sales Representative Residential",,01/01/2017,01/01/2018,600,2,
2944,"Accounting, Accountant",,01/02/2017,01/02/2018,314,2,1979.0
2945,"Insurance, Property & Casualty Insurance",,01/05/2017,01/05/2018,1972,2,
2946,"Medical, Chiropractor",,01/04/2017,01/04/2018,2026,2,314.0
2947,"Insurance, Life,Health and Disability Insurance",,01/08/2017,01/08/2020,965,20,
2948,"Real Estate, Real Estate Sales Representative Residential",,01/08/2017,01/05/2021,396,20,2906.0
2949,"Financial, Investment Advisor",,01/08/2017,01/08/2018,1777,20,396.0
2950,"Photography, Photographer",,01/08/2017,01/03/2021,1191,20,
2951,"Insurance, Business Insurance",,01/08/2017,01/08/2019,2052,20,965.0
2952,"Real Estate, Home Inspector",,01/08/2017,01/08/2018,1043,20,1777.0
2953,"Marketing, Digital Marketing",,01/08/2017,01/08/2018,867,20,396.0
2954,"Printing, Printer",,01/08/2017,01/08/2018,770,20,
2955,"Trades, General Contractor Residential",,01/08/2017,01/02/2019,2805,20,965.0
2956,"Trades, Cabinets & Closets",,01/08/2017,01/08/2018,2626,20,
2957,"Medical, Chiropractor",,01/08/2017,01/02/2019,2151,20,396.0
2958,"Trades, Plumber",,01/08/2017,01/08/2018,612,20,2151.0
2959,"Printing, Large Format Printer",,01/08/2017,01/05/2020,2874,20,396.0
2960,"Insurance, Property & Casualty Insurance",,01/08/2017,01/08/2018,1719,20,396.0
2961,"Health & Wellness, Fitness Trainer",,01/08/2017,01/08/2018,558,20,2151.0
2962,"Trades, Painter",,01/08/2017,01/08/2018,469,20,396.0
2963,"Mortgage, Residential Mortgage",,01/08/2017,01/02/2020,1815,20,396.0
2964,"Food & Beverage, Cater","Secretary / Treasurer, Member",01/08/2017,01/02/2021,2090,20,867.0
2965,"Information Technology, Internet Technology and Security Services",,01/08/2017,01/08/2018,780,20,2052.0
2966,"Legal, Corporate Law",,01/07/2017,01/07/2018,2493,20,396.0
2967,"Accounting, Accountant",,01/08/2017,01/07/2019,2275,20,1673.0
2968,"Animals, Pet Services",,01/08/2017,01/08/2018,2487,20,612.0
2969,"Health & Wellness, Spa",,01/08/2017,01/08/2019,2405,20,2275.0
2970,"Legal, Corporate Law",,01/08/2017,01/08/2018,2493,20,396.0
2971,"Marketing, Graphic Designer",,01/08/2017,01/11/2019,2692,20,1191.0
2972,"Advertising, Online Advertising",,01/08/2017,01/08/2018,1937,20,770.0
2973,"Legal, Lawyer Real Estate",,01/10/2017,01/10/2018,425,20,2052.0
2974,"Coach, Life Coach",,01/10/2017,01/10/2018,2017,20,2405.0
2975,"Alternative Medicine, Naturopathic Doctor",,01/11/2017,01/05/2020,2687,20,
2976,"Alternative Medicine, Acupuncture",,01/11/2017,01/11/2018,2863,20,
2977,"Insurance, Employee Benefits-Group",,01/11/2017,01/11/2018,46,20,
2978,"Real Estate, Virtual Tour Provider",,01/12/2017,01/12/2019,1009,20,
2979,"Trades, Cabinets & Countertops",,01/12/2017,01/12/2018,892,20,
2980,"Interior, Interior Designer",,01/01/2018,01/01/2020,2411,20,2805.0
2981,"Information Technology, I.T. Specialist",,01/02/2017,01/02/2017,2855,20,425.0
2982,"Health & Wellness, Fitness Trainer",,01/02/2018,01/02/2019,2938,20,2151.0
2983,"Media And Public Relations, Audio-Video Productions",,01/02/2018,01/02/2021,2005,20,2052.0
2984,"Computer & Programming, IT Consultants","Events Co-ordinator, Member",01/01/2018,01/07/2021,1683,20,425.0
2985,"Insurance, Supplemental Insurance",,01/03/2018,01/09/2020,148,20,2805.0
2986,"Medical, Dentist",,01/03/2018,01/03/2019,2663,20,
2987,"Trades, Heating & A/C",,01/05/2018,01/05/2019,2607,20,148.0
2988,"Automotive, Automotive Mechanical Service",,01/05/2018,01/05/2019,6,20,2805.0
2989,"Financial, Banker: Business Development /Loans",,01/07/2018,01/07/2019,2117,20,6.0
2990,"Legal, Lawyer: Wills & Estates",,01/08/2018,01/08/2019,26,20,1777.0
2991,"Construction, Builder/General Contractor",Member,01/08/2018,01/08/2021,696,20,148.0
2992,"Information Technology, Web Design",,01/08/2018,01/08/2020,1321,20,148.0
2993,"Accounting, Bookkeeper",,01/08/2018,01/08/2019,718,20,2275.0
2994,"Business, Business Leadership & Management Training",,01/10/2018,01/10/2019,964,20,2411.0
2995,"Marketing, Digital Marketing",,01/10/2018,01/10/2019,2940,20,
2996,"Trades, Plumber",,01/10/2018,01/10/2019,123,20,2304.0
2997,"Consulting, Business Consultant - Organization & Process","Ambassador, Mentoring Coordinator, Member",01/10/2018,01/11/2021,1352,20,6.0
2998,"Consulting, Consultant, Strategic Communications",,01/10/2018,01/10/2019,2031,20,965.0
2999,"Trades, Plumber",,01/11/2018,01/11/2019,612,20,2938.0
3000,"Legal, Corporate Law",,01/11/2018,01/02/2020,1431,20,
3001,"Financial, Investment Advisor",,01/11/2018,01/01/2020,903,20,2275.0
3002,"Real estate services, Home Inspection",Member,01/11/2018,01/06/2021,1449,20,396.0
3003,"Event Planning, Event Planner",,01/11/2018,01/11/2019,2056,20,517.0
3004,"Real Estate, Building Inspector",,01/11/2018,01/11/2019,2178,20,1815.0
3005,"Health & Wellness, General Dentist",Member,01/04/2019,01/04/2021,286,20,
3006,"Mortgage, Residential Mortgage",,01/04/2019,01/04/2020,2732,20,
3007,"Legal, Trustee-Wills, Executor",,01/04/2019,01/04/2020,1760,20,202.0
3008,"Mortgage, Residential Mortgage",,01/04/2019,01/04/2020,2488,20,1449.0
3009,"Mortgage, Residential Mortgage",,01/05/2019,01/05/2020,1974,20,148.0
3010,"Mortgage, Residential Mortgage",,01/05/2019,01/05/2020,262,20,148.0
3011,"Mortgage, Residential Mortgage",,01/05/2019,01/05/2020,184,20,1722.0
3012,"Training & Coaching, Life Coach","President, Member",01/05/2019,01/05/2021,1769,20,6.0
3013,"Legal & Accounting, Chartered Professional Accountant (CPA)","Membership Committee, Member",01/06/2019,01/06/2021,1052,20,1769.0
3014,"Marketing, Graphic Designer",,01/06/2019,01/06/2020,358,20,2411.0
3015,"Health & Wellness, Massage Therapist",,01/07/2019,01/07/2020,1620,20,148.0
3016,"Legal, Lawyer Real Estate",,01/10/2019,01/10/2020,30,20,136.0
3017,"Automotive, Automotive Mechanical Service",,01/10/2019,01/10/2020,1841,20,2874.0
3018,"Insurance, Life,Health and Disability Insurance",,01/11/2019,01/11/2020,1174,20,1052.0
3019,"Finance & Insurance, Property & Casualty Insurance",Member,01/12/2019,01/12/2021,371,20,30.0
3020,"Writing Services, Copywriter & Editor","Visitor Host, Member",01/12/2019,01/12/2020,2074,20,148.0
3021,"Advertising & Marketing, Copywriter/Writer","Visitor Host, Member",01/01/2020,01/01/2022,2074,20,148.0
3022,"Mortgage, Residential Mortgage",,01/01/2020,01/01/2021,887,20,1769.0
3023,"Advertising & Marketing, Web Design",Member,01/01/2020,01/01/2021,144,20,1191.0
3024,"Advertising, Online Advertising",,01/01/2020,01/01/2021,935,20,
3025,"Mortgage, Residential Mortgage",,01/01/2020,01/01/2021,262,20,148.0
3026,"Finance & Insurance, Residential Mortgages","Visitor Host, Member",01/02/2020,01/02/2022,625,20,2074.0
3027,"Finance & Insurance, Financial Advisor/Financial Planner","Vice President, Member",01/02/2020,01/02/2021,2244,20,1352.0
3028,"Cleaning, Residential Cleaning",,01/02/2020,01/02/2021,1747,20,2090.0
3029,"Legal, Lawyer Family Law",,01/03/2020,01/03/2021,2736,20,
3030,"Financial, Investment Advisor",,01/02/2020,01/02/2021,2230,20,1052.0
3031,"Cleaning, Commercial Cleaning",,01/03/2020,01/03/2021,974,20,2005.0
3032,"Insurance, Life,Health and Disability Insurance","Visitor Host, Member",01/03/2020,01/03/2021,2844,20,148.0
3033,"Insurance, Life,Health and Disability Insurance",,01/03/2020,01/03/2021,2377,20,6.0
3034,"Finance & Insurance, Life,Health and Disability Insurance","Visitor Host, Member",01/05/2020,01/05/2021,2844,20,148.0
3035,"Real estate services, Residential Real Estate Agent","Membership Committee, Member",01/08/2020,01/05/2021,2906,20,1992.0
3036,"Health & Wellness, Chiropractor",Member,01/09/2020,01/09/2021,304,20,
3037,"Legal & Accounting, Bookkeeping",Member,01/10/2020,01/10/2021,1791,20,2906.0
3038,"Real estate services, Real Estate Planning Consultant",Member,01/01/2021,01/01/2022,2238,20,2906.0
3039,"Advertising & Marketing, Digital Marketing",Member,01/02/2021,01/02/2022,51,20,144.0
3040,"Trades, Electrician",,01/02/2018,01/02/2021,250,13,2872.0
3041,"Mortgage, Residential Mortgage",,01/02/2018,01/10/2019,2872,13,
3042,"Marketing, Digital Marketing",,01/02/2018,01/02/2019,395,13,2872.0
3043,"Accounting, Bookkeeper",,01/02/2018,01/04/2021,1241,13,1883.0
3044,"Information Technology, IT Professional Services",,01/02/2018,01/02/2020,2152,13,274.0
3045,"Marketing, Marketing Strategy",,01/02/2018,01/02/2019,2278,13,1883.0
3046,"Insurance, Business Insurance",,01/02/2018,01/02/2019,2639,13,1121.0
3047,"Accounting, Accountant",,01/02/2018,01/02/2020,1686,13,2872.0
3048,"Insurance, Life,Health and Disability Insurance",,01/02/2018,01/08/2020,2820,13,2872.0
3049,"Trades, Renovations - Interior",,01/02/2018,01/02/2019,270,13,2872.0
3050,"Insurance, Property & Casualty Insurance",,01/02/2018,01/02/2020,274,13,2639.0
3051,"Trades, Property Maintenance",,01/02/2018,01/02/2019,1354,13,1241.0
3052,"Environmental, Mould Inspections/Testing & Remediation",,01/02/2018,01/02/2019,1820,13,1241.0
3053,"Health & Wellness, Certified Holistic Nutritionist",,01/02/2018,01/12/2019,1771,13,2187.0
3054,"Financial, Investment Advisor",,01/02/2018,01/02/2019,2463,13,
3055,"Trades, Renovations - Exterior",,01/02/2018,01/02/2020,697,13,2872.0
3056,"Real Estate, Real Estate Sales Representative Residential",,01/02/2018,01/10/2019,1121,13,2872.0
3057,"Gifts, Gift Baskets",,01/02/2018,01/08/2020,1883,13,2463.0
3058,"Training & Coaching, Business Training/Coach","Education Co-ordinator, Mentoring Coordinator, Member",01/02/2018,01/08/2021,2187,13,2872.0
3059,"Advertising & Marketing, Promotional Products","Membership Committee, Member, Chapter Webmaster",01/02/2018,01/02/2022,1680,13,2820.0
3060,"Trades, Painter",,01/02/2018,01/02/2019,2567,13,1883.0
3061,"Printing, Printer",,01/02/2018,01/02/2020,779,13,2278.0
3062,"Advertising, Video Advertising",,01/02/2018,01/02/2019,1748,13,2278.0
3063,"Landscaping, Landscaping: Design & Construction",,01/02/2018,01/02/2019,2915,13,2872.0
3064,"Administrative, Virtual Assistant",,01/02/2018,01/02/2019,389,13,2187.0
3065,"Information Technology, Internet Technology and Security Services",,01/05/2018,01/05/2019,1214,13,274.0
3066,"Trades, Heating & A/C",,01/05/2018,01/05/2019,1433,13,1241.0
3067,"Advertising, Online Advertising",,01/06/2018,01/06/2019,984,13,2278.0
3068,"Telecommunications, Telecommunications Services",,01/07/2018,01/07/2019,1380,13,274.0
3069,"Legal, Lawyer: Wills & Estates",,01/09/2018,01/09/2020,1713,13,
3070,"Legal, Lawyer Real Estate",,01/08/2018,01/08/2019,2058,13,
3071,"Legal, Corporate Law",,01/11/2018,01/11/2019,2859,13,1380.0
3072,"Health & Wellness, Fitness Trainer",,01/11/2018,01/11/2019,1857,13,2872.0
3073,"Medical, Chiropractor",,01/11/2018,01/11/2019,2119,13,
3074,"Trades, Painter",,01/11/2018,01/11/2019,1172,13,1241.0
3075,"Financial, Commercial Bank Services",,01/01/2019,01/01/2020,7,13,1241.0
3076,"Trades, Plumber",,01/01/2019,01/01/2020,1480,13,1771.0
3077,"Insurance, Accident & Sickness Insurance",,01/02/2019,01/02/2020,1843,13,1857.0
3078,"Event Planning, Event Planner",,01/02/2019,01/02/2020,2029,13,1771.0
3079,"Marketing, Digital Marketing",,01/02/2019,01/02/2020,673,13,6.0
3080,"Event Planning, Event Planner",,01/03/2019,01/08/2020,2029,13,1771.0
3081,"Health & Wellness, Massage Therapist",,01/03/2019,01/03/2020,2389,13,
3082,"Financial, Investment Advisor",,01/05/2019,01/05/2020,1038,13,2820.0
3083,"Trades, General Contractor",,01/05/2019,01/05/2020,619,13,250.0
3084,"Real Estate, Real Estate Sales Representative Residential",,01/08/2019,01/08/2020,2723,13,
3085,"Real Estate, Real Estate",,01/08/2019,01/08/2020,884,13,1480.0
3086,"Mortgage, Residential Mortgage",,01/08/2019,01/08/2020,2482,13,1480.0
3087,"Real Estate, Real Estate Sales Representative Residential",,01/08/2019,01/08/2020,1370,13,1722.0
3088,"Finance & Insurance, Residential Mortgages","Visitor Host, Membership Committee, Member",01/09/2019,01/03/2021,2526,13,250.0
3089,"Mortgage, Residential Mortgage",,01/09/2019,01/09/2020,1868,13,1686.0
3090,"Real Estate, Real Estate",,01/09/2019,01/09/2020,531,13,2820.0
3091,"Real Estate, Real Estate",,01/10/2019,01/10/2020,979,13,1722.0
3092,"Real estate services, Residential Real Estate Agent","President, Member",01/10/2019,01/04/2021,2858,13,2526.0
3093,"Finance & Insurance, Life,Health and Disability Insurance",Member,01/10/2019,01/11/2021,686,13,2389.0
3094,"Real Estate, Real Estate Sales Representative Residential",,01/10/2019,01/10/2020,114,13,1241.0
3095,"Trades, Heating & A/C",,01/12/2019,01/12/2020,450,13,2526.0
3096,"Accounting, Chartered Professional Accountant (CPA)",,01/01/2020,01/01/2021,63,13,1241.0
3097,"Legal, Lawyer: Wills & Estates",,01/01/2020,01/01/2021,2474,13,6.0
3098,"Legal, Legal Services",,01/02/2020,01/02/2021,2474,13,6.0
3099,"Food & Beverage, Cater",Member,01/02/2020,01/05/2021,2387,13,1680.0
3100,"Finance & Insurance, Financial Advisor/Financial Planner","Vice President, Member",01/02/2020,01/02/2021,2225,13,1241.0
3101,"Art, Music Teacher",,01/02/2020,01/03/2021,1458,13,2858.0
3102,"Marketing, Digital Marketing",Member,01/03/2020,01/03/2021,1167,13,1241.0
3103,"Real Estate, Commercial",,01/03/2020,01/03/2021,115,13,
3104,"Marketing, Graphic Designer",,01/03/2020,01/03/2021,1079,13,1241.0
3105,"Insurance, Accident & Sickness Insurance",,01/03/2020,01/03/2021,2028,13,956.0
3106,"Legal & Accounting, Mediator",Member,01/03/2020,01/03/2021,2020,13,2858.0
3107,"Advertising & Marketing, Digital Marketing",Member,01/04/2020,01/04/2021,1167,13,1241.0
3108,"Trades, Painter",,01/05/2020,01/05/2021,1228,13,
3109,"Advertising & Marketing, Sign Company",Member,01/05/2020,01/05/2021,2013,13,2858.0
3110,"Cleaning, Residential Cleaning",,01/06/2020,01/06/2021,2084,13,1241.0
3111,"Cleaning, Residential Cleaning",,01/07/2020,01/07/2021,2084,13,1241.0
3112,"Marketing, Graphic Designer",,01/06/2020,01/06/2021,2010,13,1241.0
3113,"Trades, General Contractor",,01/08/2020,01/08/2021,2375,13,1458.0
3114,"Finance & Insurance, Property & Casualty Insurance",Member,01/08/2020,01/08/2021,1430,13,1476.0
3115,"Computer, Computer Sales & Service",,01/09/2020,01/09/2021,593,13,
3116,"Legal & Accounting, Accounting Services",Member,01/01/2021,01/01/2022,2638,13,1819.0
3117,"Real estate services, Cleaning Service",Member,01/02/2021,01/02/2022,773,13,2858.0
3118,"Real Estate, Residential",,01/05/2018,01/05/2019,2633,32,2818.0
3119,"Mortgage, Residential Mortgage",,01/07/2018,01/07/2019,1282,32,2633.0
3120,"Insurance, Life,Health and Disability Insurance",,01/08/2018,01/08/2019,2019,32,743.0
3121,"Financial, Investment Advisor",,01/09/2018,01/09/2019,1360,32,743.0
3122,"Accounting, Chartered Professional Accountant (CPA)",,01/10/2018,01/10/2019,1361,32,2633.0
3123,"Trades, Electrician",,01/11/2018,01/11/2019,2511,32,1361.0
3124,"Interior, Interior Design Commercial",,01/11/2018,01/11/2019,2655,32,
3125,"Trades, General Contractor Residential",,01/11/2018,01/11/2019,1840,32,
3126,"Information Technology, IT Professional Services",,01/12/2018,01/12/2019,1082,32,2019.0
3127,"Mortgage, Residential Mortgage",,01/01/2019,01/01/2020,1868,32,2633.0
3128,"Health & Wellness, Certified Holistic Nutritionist",,01/02/2019,01/02/2020,2163,32,2818.0
3129,"Trades, Plumber",,01/02/2019,01/02/2020,1288,32,2818.0
3130,"Marketing, Marketing Strategy",,01/04/2019,01/04/2020,685,32,2818.0
3131,"Legal, Lawyer Real Estate",,01/05/2019,01/05/2020,8,32,2019.0
3132,"Health & Wellness, Kinesiologie",,01/05/2019,01/05/2020,1754,32,1082.0
3133,"Trades, Masonry & Stonework",,01/04/2019,01/04/2020,244,32,
3134,"Mortgage, Residential Mortgage",,01/03/2018,01/03/2019,338,41,
3135,"Real Estate, Residential",,01/03/2018,01/03/2019,2255,41,
3136,"Health & Wellness, Health & Wellness Products",,01/02/2018,01/02/2019,1624,41,338.0
3137,"Financial, Investment Advisor",,01/04/2018,01/04/2019,1988,41,338.0
